NET_4xCO2_IRF_TOA, LW_4xCO2_IRF_TOA, LWcs_4xCO2_IRF_TOA, LWcre_4xCO2_IRF_TOA, SW_4xCO2_IRF_TOA, SWcs_4xCO2_IRF_TOA, SWcre_4xCO2_IRF_TOA,
4.35171, 3.99687, 5.22771, -1.23085, 0.354840, 0.224545, 0.130296,
